slug,title,author,isbn,status,first_published,date_updated,notes
the-secret-tomb,The Secret Tomb,Maurice le Blanc,9791041806539,read,2021,,
the-selfish-gene,The Selfish Gene,Richard Dawkins,9780198788607,read,1976,,
the-sense-of-style,The Sense of Style,Steven Pinker,9780698170308,read,2014,,
the-seven-dials-mystery,The Seven Dials Mystery,Agatha Christie,9781949846898,read,2026,,
the-shadow-factory,The Shadow Factory,James Bamford,9780307279392,want,2008,,
the-shadow-lines,The Shadow Lines,Amitav Ghosh,9781848544239,read,1988,,
the-shadow-of-the-torturer,The Shadow of the Torturer,Gene Wolfe,9782207303214,read,1980,,
the-shadow-over-innsmouth,The Shadow over Innsmouth,H.P. Lovecraft,9798698936695,read,1936,,
the-shadow-rising,The Shadow Rising,Robert Jordan,9789752730458,read,,,
the-shape-of-things-to-come,The Shape of Things to Come,H.G. Wells,9781473345522,read,1933,,
the-shaving-of-shagpat,The Shaving of Shagpat,George Meredith,1458330044,read,2022,,
the-sheep-look-up,The Sheep Look Up,John Brunner,9781459610965,read,1972,,
the-shellcoder-s-handbook-second-edition-discovering-and-exploiting-security-holes,"The Shellcoder's Handbook, Second Edition: Discovering and Exploiting Security Holes","Chris Anley, John Heasman, Felix Lindner, Gerardo Richarte",9781118079126,read,2011,,
the-shepheardes-calender,The Shepheardes Calender,Edmund Spenser,9780854177134,read,1586,,
the-shining,The Shining,Stephen King,9780385528863,read,1977,,
the-shipping-news,The Shipping News,Annie Proulx,9780671510053,read,1993,,
the-shockwave-rider,The Shockwave Rider,John Brunner,9780345301468,read,1975,,
the-shore-road-mystery,The Shore Road Mystery,Franklin W. Dixon,0001605178,read,1972,,
the-shrinking-man,The Shrinking Man,Richard Matheson,0312856644,read,1962,,
the-sickness-unto-death,The Sickness Unto Death,Søren Kierkegaard,9780141928449,read,1954,,
the-sign-of-four,The Sign of Four,Arthur Conan Doyle,9781605200491,read,1889,,
the-sign-of-the-four,The Sign of the Four,Arthur Conan Doyle,1583422854,read,2005,,
the-silent-cry,The Silent Cry,Kenzaburō Ōe,9781846688072,want,2011,,
the-silmarillion,The Silmarillion,J.R.R. Tolkien,9780007322565,read,1977,,
the-silver-chair,The Silver Chair,C.S. Lewis,9780060764937,read,1970,,
the-sirens-of-titan,The Sirens of Titan,Kurt Vonnegut,9780307423375,read,1959,,
the-sketchbook-of-geoffrey-crayon-gent,"The Sketchbook of Geoffrey Crayon, Gent",Washington Irving,9783732690367,read,2018,,
the-slaves-of-paris,The Slaves of Paris,Émile Gaboriau,9798564644686,read,1889,,
the-sleeper-awakes,The Sleeper Awakes,H.G. Wells,172951863X,read,1899,,
the-sleepwalkers,The Sleepwalkers,Hermann Broch,9780307789167,read,1932,,
the-small-house-at-allington,The Small House at Allington,Anthony Trollope,9780736624459,read,2022,,
the-son-of-tarzan,The Son of Tarzan,Edgar Rice Burroughs,9780359072002,read,2015,,
the-son-of-the-wolf,The Son of the Wolf,Jack London,9780932458025,read,1911,,
the-song-of-achilles,The Song of Achilles,Madeline Miller,9781408826133,want,2011,,
the-song-of-the-lark,The Song of the Lark,Willa Cather,1520869681,read,2017,,
the-sorrows-of-young-werther,The Sorrows of Young Werther,Johann Wolfgang von Goethe,9783458344759,want,2006,,
the-souls-of-black-folk,The Souls of Black Folk,W.E.B. Du Bois,1470184877,read,1903,,
the-sound-and-the-fury,The Sound and the Fury,William Faulkner,9782200263911,read,1929,,
the-sound-of-things-falling,The Sound of Things Falling,Juan Gabriel Vásquez,1594487480,want,2013,,
the-source-of-magic,The Source of Magic,Piers Anthony,9780345272843,read,,,
the-sovereignty-of-good,The Sovereignty of Good,Iris Murdoch,041525552X,read,1967,,
the-sparrow,The Sparrow,Mary Doria Russell,9780449912553,read,1996,,
the-special-correspondent,The Special Correspondent,Dilīpa Avasthī,9788130902463,read,2006,,
the-spirit-of-the-laws,The Spirit of the Laws,Montesquieu,9783150089538,want,2022,,
the-sport-of-the-gods,The Sport of the Gods,Paul Laurence Dunbar,9791041806669,read,2023,,
the-spy-who-came-in-from-the-cold,The Spy Who Came in from the Cold,John le Carré,9781408402450,read,,,
the-square-emerald,The Square Emerald,Edgar Wallace,9798633037876,read,1953,,
the-stand,The Stand,Stephen King,9780307947307,read,1978,,
the-star-fraction,The Star Fraction,Ken MacLeod,9781466843547,want,2013,,
the-stars-my-destination,The Stars My Destination,Alfred Bester,9780575079090,read,1956,,
the-starvel-hollow-tragedy,The Starvel Hollow Tragedy,Freeman Wills Crofts,9783988267481,read,2023,,
the-stone-angel,The Stone Angel,Margaret Laurence,9781551993775,read,1900,,
the-stone-sky,The Stone Sky,N. K. Jemisin,9780316229258,want,2017,,
the-story-of-a-new-name,The Story of a New Name,Elena Ferrante,9781609451479,want,2019,,
the-story-of-g-sta-berling,The Story of Gösta Berling,Selma Lagerlöf,9780548226568,read,1914,,
the-story-of-ivy,The Story of Ivy,Marie Belloc Lowndes,1724700596,read,2018,,
the-story-of-my-experiments-with-truth,The Story of My Experiments with Truth,Mahatma Gandhi,9788935630912,read,1929,,
the-story-of-my-life,The Story of My Life,James Marion Sims,9780343788797,read,1885,,
the-story-of-my-teeth,The Story of My Teeth,Valeria Luiselli,9781566894104,want,2015,,
the-story-of-sinuhe,The Story of Sinuhe,Anonymous (Egyptian),9781072953388,read,2019,,
the-story-of-the-amulet,The Story of the Amulet,Edith Nesbit,9781974532995,read,1906,,
the-story-of-the-lost-child,The Story of the Lost Child,Elena Ferrante,9781609452964,want,2019,,
the-story-of-the-treasure-seekers,The Story of the Treasure Seekers,E. Nesbit,1514143917,read,2015,,
the-story-of-utopias,The Story of Utopias,Lewis Mumford,9780766127906,read,1922,,
the-strange-case-of-peter-the-lett,The Strange Case of Peter the Lett,Georges Simenon,9780141976570,read,1931,,
the-stranger,The Stranger,Albert Camus,9780679720201,read,1980,,
the-street-of-crocodiles,The Street of Crocodiles,Bruno Schulz,9781408152607,read,1963,,
the-structural-transformation-of-the-public-sphere,The Structural Transformation of the Public Sphere,Jürgen Habermas,0745602746,read,1989,,
the-subjection-of-women,The Subjection of Women,John Stuart Mill,9798633877403,read,1869,,
the-subtle-knife,The Subtle Knife,Philip Pullman,0965668355,read,1997,,
the-summer-book,The Summer Book,Tove Jansson,9781590172681,want,2008,,
the-surprising-adventures-of-baron-munchausen,The Surprising Adventures of Baron Munchausen,Rudolf Erich Raspe,9781793194237,read,1902,,
the-survivors-of-the-chancellor,The Survivors of the Chancellor,Jules Verne,9783987448218,read,2022,,
the-swiss-family-robinson,The Swiss Family Robinson,Johann D. Wyss,0143104993,read,2007,,
the-sword-in-the-stone,The Sword in the Stone,T.H. White,9780399225024,read,1938,,
the-sword-of-shannara,The Sword of Shannara,Terry Brooks,9781904233411,read,1977,,
the-sword-of-the-lictor,The Sword of the Lictor,Gene Wolfe,9788445071434,read,1981,,
the-systems-view-of-life,The Systems View of Life,Capra & Luisi,9781139867351,read,2014,,
the-tale-of-genji,The Tale of Genji,Murasaki Shikibu,9781101097397,read,2000,,
the-tale-of-the-bamboo-cutter,The Tale of the Bamboo Cutter,Anonymous (Japanese),9786558944850,read,,,
the-talented-mr-ripley,The Talented Mr Ripley,Patricia Highsmith,9783257064049,read,1955,,
the-talleyrand-maxim,The Talleyrand Maxim,J. S. Fletcher,0809566230,read,2004,,
the-taming-of-the-shrew,The Taming of the Shrew,William Shakespeare,9798497791112,read,1631,,
the-tangled-web,The Tangled Web,Tracy Sinclair,9780671536534,read,1984,,
the-tao-of-network-security-monitoring,The Tao of Network Security Monitoring,Richard Bejtlich,9780132702041,read,2004,,
the-tartar-steppe,The Tartar Steppe,Dino Buzzati,9780856355769,read,1940,,
the-teeth-of-the-tiger,The Teeth of the Tiger,Tom Clancy,0425197409,read,2004,,
the-telling,The Telling,Ursula K. Le Guin,9780547545622,read,2000,,
the-tempest,The Tempest,William Shakespeare,9781476788593,read,1611,,
the-temple,The Temple,George Herbert,,read,1633,,
the-temple-of-the-golden-pavilion,The Temple of the Golden Pavilion,Yukio Mishima,4805317752,read,1992,,
the-ten-stages-of-the-development-of-mind,The Ten Stages of the Development of Mind,Kūkai,0231059337,read,1972,,
the-tenant-of-wildfell-hall,The Tenant of Wildfell Hall,Anne Brontë,9781443430685,read,1847,,
the-terraformers,The Terraformers,Annalee Newitz,9781250228062,want,2022,,
the-theater-and-its-double,The Theater and Its Double,Antonin Artaud,0802150306,read,1958,,
the-theory-of-communicative-action,The Theory of Communicative Action,Jürgen Habermas,9780745694221,read,1985,,
the-theory-of-moral-sentiments,The Theory of Moral Sentiments,Adam Smith,9780486119588,read,1759,,
the-theory-of-the-leisure-class,The Theory of the Leisure Class,Thorstein Veblen,9780191604935,read,1899,,
the-thief,The Thief,Megan Whalen Turner,0140388346,read,1996,,
the-thin-man,The Thin Man,Dashiell Hammett,9780307767509,read,1934,,
the-third-reich-trilogy,The Third Reich Trilogy,Richard J. Evans,9780143034698,want,2008,,
the-thirty-nine-steps,The Thirty-Nine Steps,John Buchan,9781623959913,read,2015,,
the-thousandfold-thought,The Thousandfold Thought,R. Scott Bakker,9781590206263,want,2006,,
the-three-body-problem,The Three Body Problem,Liu Cixin,9780765377067,read,2008,,
the-three-body-problem-2,The Three-Body Problem,Cixin Liu,9780765377067,read,2014,,
the-three-hostages,The Three Hostages,John Buchan,9781473373648,read,2015,,
the-three-impostors,The Three Impostors,Arthur Machen,9791041806836,read,2023,,
the-three-just-men,The Three Just Men,Edgar Wallace,9780755115198,read,2008,,
the-three-musketeers,The Three Musketeers,Alexandre Dumas,9783985513581,read,1999,,
the-three-stigmata-of-palmer-eldritch,The Three Stigmata of Palmer Eldritch,Philip K. Dick,9780547572550,read,1965,,
the-three-taps,The Three Taps,Ronald Knox,935731119X,read,2025,,
the-threepenny-opera,The Threepenny Opera,Bertolt Brecht,080215039X,read,1955,,
the-tiger-in-the-smoke,The Tiger in the Smoke,Margery Allingham,9781479455126,read,1952,,
the-time-machine,The Time Machine,H.G. Wells,9780191017100,read,1895,,
the-time-of-the-hero,The Time of the Hero,Mario Vargas Llosa,9782070372713,want,2011,,
the-time-travelers-wife,The Time Traveler's Wife,Audrey Niffenegger,9780563504832,read,2003,,
the-tin-drum,The Tin Drum,Günter Grass,,read,1963,,
the-tin-flute,The Tin Flute,Gabrielle Roy,9780771078415,want,,,
the-titan,The Titan,Theodore Dreiser,9781513287386,read,2021,,
the-tombs-of-atuan,The Tombs of Atuan,Ursula K. Le Guin,9780689845369,read,1971,,
the-tour,The Tour,David Ely,0586026339,read,1967,,
the-tower,The Tower,W.B. Yeats,9780416352900,read,1928,,
the-tower-treasure,The Tower Treasure,Franklin W. Dixon,9781515458845,read,2023,,
the-tragedy-of-great-power-politics,The Tragedy of Great Power Politics,John Mearsheimer,9780393978391,read,2001,,
the-traitor-baru-cormorant,The Traitor Baru Cormorant,Seth Dickinson,9781466875128,want,2015,,
the-transformation-of-philip-jettan,The Transformation of Philip Jettan,Georgette Heyer,9781420974010,read,1959,,
the-transparency-society,The Transparency Society,Byung-Chul Han,9780804797511,want,2015,,
the-tree-of-man,The Tree of Man,Patrick White,0140016570,read,1955,,
the-trees,The Trees,Percival Everett,9781644451564,want,2021,,
the-trial,The Trial,Franz Kafka,9781529036060,read,1983,,
the-triumph-of-the-scarlet-pimpernel,The Triumph of the Scarlet Pimpernel,Emmuska Orczy,9781859989593,read,2021,,
the-trojan-women,The Trojan Women,Euripides,0521464900,read,1905,,
the-true-queen,The True Queen,Zen Cho,9780425283417,want,2019,,
the-true-story-of-ah-q,The True Story of Ah Q,Lu Xun,9780141194189,want,2009,,
the-truth-about-tristrem-varick,The Truth About Tristrem Varick,Edgar Saltus,9781018914640,read,1890,,
the-tunnel,The Tunnel,Robert A. Heinlein,9780345332127,read,2018,,
the-turing-exception,The Turing Exception,William Hertling,9781942097013,read,2015,,
the-turmoil,The Turmoil,Booth Tarkington,9781490912257,read,1915,,
the-turn-of-the-screw,The Turn of the Screw,Henry James,9781497659773,read,2014,,
the-twelve-caesars,The Twelve Caesars,Suetonius,0140449213,read,1957,,
the-two-sources-of-morality-and-religion,The Two Sources of Morality and Religion,Henri Bergson,0268158916,want,2018,,
the-two-towers,The Two Towers,J.R.R. Tolkien,9788481362602,read,1954,,
the-ultimate-guide-to-beer-cocktails,The Ultimate Guide to Beer Cocktails,"Jon Yeager, Lindsay Yeager",9781510729254,read,2018,,
the-unbearable-lightness-of-being,The Unbearable Lightness of Being,Milan Kundera,9780060597184,read,1998,,
the-uncalled,The Uncalled,Paul Laurence Dunbar,9780881431308,read,1898,,
the-unconsoled,The Unconsoled,Kazuo Ishiguro,9780571249367,read,1988,,
the-underground-railroad,The Underground Railroad,Colson Whitehead,9780385537049,read,2000,,
the-unix-programming-environment,The Unix Programming Environment,Brian W. Kernighan and Rob Pike,,read,1984,,
the-unpleasantness-at-the-bellona-club,The Unpleasantness at the Bellona Club,Dorothy L. Sayers,9798454465322,read,2021,,
the-unwomanly-face-of-war,The Unwomanly Face of War,Svetlana Alexievich,9780399588723,want,2017,,
the-upanishads,The Upanishads,Various (Ancient India),9789352531325,read,,,
the-valley-of-fear,The Valley of Fear,Arthur Conan Doyle,9780192823823,read,1994,,
the-vampire-lestat,The Vampire Lestat,Anne Rice,9780394534435,read,1986,,
the-varieties-of-religious-experience,The Varieties of Religious Experience,William James,9791029912771,read,1817,,
the-venture-of-islam,The Venture of Islam,Marshall Hodgson,9780226584812,read,1974,,
the-viaduct-murder,The Viaduct Murder,Ronald Knox,9780967714318,read,2024,,
the-vicar-of-wakefield,The Vicar of Wakefield,Oliver Goldsmith,,read,1908,,
the-vicomte-de-bragelonne,The Vicomte de Bragelonne,Alexandre Dumas,0192834630,read,1998,,
the-vicomte-of-bragelonne,The Vicomte of Bragelonne,Alexandre Dumas,0192834630,read,1880,,
the-view-from-nowhere,The View from Nowhere,Thomas Nagel,9780199878628,read,1986,,
the-virginian,The Virginian,Owen Wister,9780743238021,read,2002,,
the-virtuous-city,The Virtuous City,Al-Farabi,0415932432,read,2001,,
the-visible-and-the-invisible,The Visible and the Invisible,Maurice Merleau-Ponty,0810104571,want,2008,,
the-vital-abyss,The Vital Abyss,James S.A. Corey,9780316217569,read,2015,,
the-voyage-of-the-beagle,The Voyage of the Beagle,Charles Darwin,9781627937870,read,1839,,
the-voyage-of-the-dawn-treader,The Voyage of the Dawn Treader,C.S. Lewis,,want,2008,,
the-voyage-out,The Voyage Out,Virginia Woolf,9781465540874,read,2020,,
the-voyages-of-doctor-dolittle,The Voyages of Doctor Dolittle,Hugh Lofting,9781442933194,read,1967,,
the-wanderer,The Wanderer,Alain-Fournier,9782906221291,read,1913,,
the-waning-of-the-middle-ages,The Waning of the Middle Ages,Johan Huizinga,9788448702113,read,1937,,
the-war-of-the-worlds,The War of the Worlds,H.G. Wells,9798719609539,read,,,
the-warden,The Warden,Kevin Hardman,9781937666231,read,2014,,
the-warlord-of-mars,The Warlord of Mars,Edgar Rice Burroughs,9798716645424,read,2021,,
the-warrior-prophet,The Warrior Prophet,R. Scott Bakker,1585677280,read,2005,,
the-wasps,The Wasps,Aristophanes,9781625580962,read,1868,,
the-waste-land,The Waste Land,T.S. Eliot,0231124244,read,1922,,
the-water-babies,The Water-Babies,Charles Kingsley,9781606601136,read,2017,,
the-water-of-the-wondrous-isles,The Water of the Wondrous Isles,William Morris,9781675848944,read,1914,,
the-waves,The Waves,Virginia Woolf,184022410X,read,1931,,
the-way-of-all-flesh,The Way of All Flesh,Samuel Butler,1853262285,read,1994,,
the-way-of-kings,The Way of Kings,Brandon Sanderson,9780765376671,read,2010,,
the-way-of-the-bodhisattva,The Way of the Bodhisattva,Shantideva,9781590304785,read,1999,,
the-way-of-the-world,The Way of the World,Alphonsus Joseph-Mary Augustus Montague SUMMERS,9781429940467,read,1921,,
the-way-we-live-now,The Way We Live Now,Anthony Trollope,1521128472,read,1875,,
the-wealth-of-nations,The Wealth of Nations,Adam Smith,9780679641926,read,1776,,
the-weary-blues,The Weary Blues,Langston Hughes,9781504073738,read,1926,,
the-well-at-the-world-s-end,The Well at the World's End,William Morris,9798897183968,read,2025,,
the-well-of-ascension,The Well of Ascension,Brandon Sanderson,9781429961813,want,2007,,
the-well-of-loneliness,The Well of Loneliness,Radclyffe Hall,9788728475379,read,2025,,
the-well-wrought-urn,The Well Wrought Urn,Cleanth Brooks,0156957051,read,1947,,
the-western-canon,The Western Canon,Harold Bloom,1573225142,read,1994,,
the-white-album,The White Album,Joan Didion,9780374608798,read,2024,,
the-white-feather,The White Feather,Andrew Wharton,9798264011238,read,2025,,
the-white-people,The White People,Arthur Machen,9780241309513,read,2004,,
the-white-plague,The White Plague,Frank Herbert,9781429989640,want,2007,,
