Category,Title,Author,Priority
Drama,Gap Candidate Work 0220,TBD,2
Economics,Gap Candidate Work 0221,TBD,2
Essays,Gap Candidate Work 0222,TBD,2
Fantasy,Gap Candidate Work 0223,TBD,2
Global History,Gap Candidate Work 0224,TBD,2
Governance,Gap Candidate Work 0225,TBD,2
History,Gap Candidate Work 0226,TBD,2
Horror,Gap Candidate Work 0227,TBD,2
Information Theory,Gap Candidate Work 0228,TBD,2
Intelligence Studies,Gap Candidate Work 0229,TBD,2
Literary Criticism,Gap Candidate Work 0230,TBD,2
Literary Theory,Gap Candidate Work 0231,TBD,2
Literature,Gap Candidate Work 0232,TBD,2
Mathematics,Gap Candidate Work 0233,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0234,TBD,2
Mystery,Gap Candidate Work 0235,TBD,2
Non-Western Literature,Gap Candidate Work 0236,TBD,2
Non-Western Philosophy,Gap Candidate Work 0237,TBD,2
Non‑Western History,Gap Candidate Work 0238,TBD,2
Philosophy,Gap Candidate Work 0239,TBD,2
Poetry,Gap Candidate Work 0240,TBD,2
Political Economy,Gap Candidate Work 0241,TBD,2
Political Theory,Gap Candidate Work 0242,TBD,2
Psychology,Gap Candidate Work 0243,TBD,2
Religion,Gap Candidate Work 0244,TBD,2
Science,Gap Candidate Work 0245,TBD,2
Science Fiction,Gap Candidate Work 0246,TBD,2
Security,Gap Candidate Work 0247,TBD,2
Security & Governance,Gap Candidate Work 0248,TBD,2
Security & Intelligence,Gap Candidate Work 0249,TBD,2
Speculative Fiction,Gap Candidate Work 0250,TBD,2
Strategy,Gap Candidate Work 0251,TBD,2
Systems,Gap Candidate Work 0252,TBD,2
AI,Gap Candidate Work 0253,TBD,2
Biography/Memoir,Gap Candidate Work 0254,TBD,2
Classics,Gap Candidate Work 0255,TBD,2
Complex Systems,Gap Candidate Work 0256,TBD,2
Complexity Science,Gap Candidate Work 0257,TBD,2
Computer Science,Gap Candidate Work 0258,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0259,TBD,2
Cybernetics,Gap Candidate Work 0260,TBD,2
Decision Theory,Gap Candidate Work 0261,TBD,2
Drama,Gap Candidate Work 0262,TBD,2
Economics,Gap Candidate Work 0263,TBD,2
Essays,Gap Candidate Work 0264,TBD,2
Fantasy,Gap Candidate Work 0265,TBD,2
Global History,Gap Candidate Work 0266,TBD,2
Governance,Gap Candidate Work 0267,TBD,2
History,Gap Candidate Work 0268,TBD,2
Horror,Gap Candidate Work 0269,TBD,2
Information Theory,Gap Candidate Work 0270,TBD,2
Intelligence Studies,Gap Candidate Work 0271,TBD,2
Literary Criticism,Gap Candidate Work 0272,TBD,2
Literary Theory,Gap Candidate Work 0273,TBD,2
Literature,Gap Candidate Work 0274,TBD,2
Mathematics,Gap Candidate Work 0275,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0276,TBD,2
Mystery,Gap Candidate Work 0277,TBD,2
Non-Western Literature,Gap Candidate Work 0278,TBD,2
Non-Western Philosophy,Gap Candidate Work 0279,TBD,2
Non‑Western History,Gap Candidate Work 0280,TBD,2
Philosophy,Gap Candidate Work 0281,TBD,2
Poetry,Gap Candidate Work 0282,TBD,2
Political Economy,Gap Candidate Work 0283,TBD,2
Political Theory,Gap Candidate Work 0284,TBD,2
Psychology,Gap Candidate Work 0285,TBD,2
Religion,Gap Candidate Work 0286,TBD,2
Science,Gap Candidate Work 0287,TBD,2
Science Fiction,Gap Candidate Work 0288,TBD,2
Security,Gap Candidate Work 0289,TBD,2
Security & Governance,Gap Candidate Work 0290,TBD,2
Security & Intelligence,Gap Candidate Work 0291,TBD,2
Speculative Fiction,Gap Candidate Work 0292,TBD,2
Strategy,Gap Candidate Work 0293,TBD,2
Systems,Gap Candidate Work 0294,TBD,2
AI,Gap Candidate Work 0295,TBD,2
Biography/Memoir,Gap Candidate Work 0296,TBD,2
Classics,Gap Candidate Work 0297,TBD,2
Complex Systems,Gap Candidate Work 0298,TBD,2
Complexity Science,Gap Candidate Work 0299,TBD,2
Computer Science,Gap Candidate Work 0300,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0301,TBD,2
Cybernetics,Gap Candidate Work 0302,TBD,2
Decision Theory,Gap Candidate Work 0303,TBD,2
Drama,Gap Candidate Work 0304,TBD,2
Economics,Gap Candidate Work 0305,TBD,2
Essays,Gap Candidate Work 0306,TBD,2
Fantasy,Gap Candidate Work 0307,TBD,2
Global History,Gap Candidate Work 0308,TBD,2
Governance,Gap Candidate Work 0309,TBD,2
History,Gap Candidate Work 0310,TBD,2
Horror,Gap Candidate Work 0311,TBD,2
Information Theory,Gap Candidate Work 0312,TBD,2
Intelligence Studies,Gap Candidate Work 0313,TBD,2
Literary Criticism,Gap Candidate Work 0314,TBD,2
Literary Theory,Gap Candidate Work 0315,TBD,2
Literature,Gap Candidate Work 0316,TBD,2
Mathematics,Gap Candidate Work 0317,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0318,TBD,2
Mystery,Gap Candidate Work 0319,TBD,2
Non-Western Literature,Gap Candidate Work 0320,TBD,2
Non-Western Philosophy,Gap Candidate Work 0321,TBD,2
Non‑Western History,Gap Candidate Work 0322,TBD,2
Philosophy,Gap Candidate Work 0323,TBD,2
Poetry,Gap Candidate Work 0324,TBD,2
Political Economy,Gap Candidate Work 0325,TBD,2
Political Theory,Gap Candidate Work 0326,TBD,2
Psychology,Gap Candidate Work 0327,TBD,2
Religion,Gap Candidate Work 0328,TBD,2
Science,Gap Candidate Work 0329,TBD,2
Science Fiction,Gap Candidate Work 0330,TBD,2
Security,Gap Candidate Work 0331,TBD,2
Security & Governance,Gap Candidate Work 0332,TBD,2
Security & Intelligence,Gap Candidate Work 0333,TBD,2
Speculative Fiction,Gap Candidate Work 0334,TBD,2
Strategy,Gap Candidate Work 0335,TBD,2
Systems,Gap Candidate Work 0336,TBD,2
AI,Gap Candidate Work 0337,TBD,2
Biography/Memoir,Gap Candidate Work 0338,TBD,2
Classics,Gap Candidate Work 0339,TBD,2
Complex Systems,Gap Candidate Work 0340,TBD,2
Complexity Science,Gap Candidate Work 0341,TBD,2
Computer Science,Gap Candidate Work 0342,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0343,TBD,2
Cybernetics,Gap Candidate Work 0344,TBD,2
Decision Theory,Gap Candidate Work 0345,TBD,2
Drama,Gap Candidate Work 0346,TBD,2
Economics,Gap Candidate Work 0347,TBD,2
Essays,Gap Candidate Work 0348,TBD,2
Fantasy,Gap Candidate Work 0349,TBD,2
Global History,Gap Candidate Work 0350,TBD,2
Governance,Gap Candidate Work 0351,TBD,2
History,Gap Candidate Work 0352,TBD,2
Horror,Gap Candidate Work 0353,TBD,2
Information Theory,Gap Candidate Work 0354,TBD,2
Intelligence Studies,Gap Candidate Work 0355,TBD,2
Literary Criticism,Gap Candidate Work 0356,TBD,2
Literary Theory,Gap Candidate Work 0357,TBD,2
Literature,Gap Candidate Work 0358,TBD,2
Mathematics,Gap Candidate Work 0359,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0360,TBD,2
Mystery,Gap Candidate Work 0361,TBD,2
Non-Western Literature,Gap Candidate Work 0362,TBD,2
Non-Western Philosophy,Gap Candidate Work 0363,TBD,2
Non‑Western History,Gap Candidate Work 0364,TBD,2
Philosophy,Gap Candidate Work 0365,TBD,2
Poetry,Gap Candidate Work 0366,TBD,2
Political Economy,Gap Candidate Work 0367,TBD,2
Political Theory,Gap Candidate Work 0368,TBD,2
Psychology,Gap Candidate Work 0369,TBD,2
Religion,Gap Candidate Work 0370,TBD,2
Science,Gap Candidate Work 0371,TBD,2
Science Fiction,Gap Candidate Work 0372,TBD,2
Security,Gap Candidate Work 0373,TBD,2
Security & Governance,Gap Candidate Work 0374,TBD,2
Security & Intelligence,Gap Candidate Work 0375,TBD,2
Speculative Fiction,Gap Candidate Work 0376,TBD,2
Strategy,Gap Candidate Work 0377,TBD,2
Systems,Gap Candidate Work 0378,TBD,2
AI,Gap Candidate Work 0379,TBD,2
Biography/Memoir,Gap Candidate Work 0380,TBD,2
Classics,Gap Candidate Work 0381,TBD,2
Complex Systems,Gap Candidate Work 0382,TBD,2
Complexity Science,Gap Candidate Work 0383,TBD,2
Computer Science,Gap Candidate Work 0384,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0385,TBD,2
Cybernetics,Gap Candidate Work 0386,TBD,2
Decision Theory,Gap Candidate Work 0387,TBD,2
Drama,Gap Candidate Work 0388,TBD,2
Economics,Gap Candidate Work 0389,TBD,2
Essays,Gap Candidate Work 0390,TBD,2
Fantasy,Gap Candidate Work 0391,TBD,2
Global History,Gap Candidate Work 0392,TBD,2
Governance,Gap Candidate Work 0393,TBD,2
History,Gap Candidate Work 0394,TBD,2
Horror,Gap Candidate Work 0395,TBD,2
Information Theory,Gap Candidate Work 0396,TBD,2
Intelligence Studies,Gap Candidate Work 0397,TBD,2
Literary Criticism,Gap Candidate Work 0398,TBD,2
Literary Theory,Gap Candidate Work 0399,TBD,2
Literature,Gap Candidate Work 0400,TBD,2
Mathematics,Gap Candidate Work 0401,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0402,TBD,2
Mystery,Gap Candidate Work 0403,TBD,2
Non-Western Literature,Gap Candidate Work 0404,TBD,2
Non-Western Philosophy,Gap Candidate Work 0405,TBD,2
Non‑Western History,Gap Candidate Work 0406,TBD,2
Philosophy,Gap Candidate Work 0407,TBD,2
Poetry,Gap Candidate Work 0408,TBD,2
Political Economy,Gap Candidate Work 0409,TBD,2
Political Theory,Gap Candidate Work 0410,TBD,2
Psychology,Gap Candidate Work 0411,TBD,2
Religion,Gap Candidate Work 0412,TBD,2
Science,Gap Candidate Work 0413,TBD,2
Science Fiction,Gap Candidate Work 0414,TBD,2
Security,Gap Candidate Work 0415,TBD,2
Security & Governance,Gap Candidate Work 0416,TBD,2
Security & Intelligence,Gap Candidate Work 0417,TBD,2
Speculative Fiction,Gap Candidate Work 0418,TBD,2
Strategy,Gap Candidate Work 0419,TBD,2
Systems,Gap Candidate Work 0420,TBD,2
AI,Gap Candidate Work 0421,TBD,2
Biography/Memoir,Gap Candidate Work 0422,TBD,2
Classics,Gap Candidate Work 0423,TBD,2
Complex Systems,Gap Candidate Work 0424,TBD,2
Complexity Science,Gap Candidate Work 0425,TBD,2
Computer Science,Gap Candidate Work 0426,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0427,TBD,2
Cybernetics,Gap Candidate Work 0428,TBD,2
Decision Theory,Gap Candidate Work 0429,TBD,2
Drama,Gap Candidate Work 0430,TBD,2
Economics,Gap Candidate Work 0431,TBD,2
Essays,Gap Candidate Work 0432,TBD,2
Fantasy,Gap Candidate Work 0433,TBD,2
Global History,Gap Candidate Work 0434,TBD,2
Governance,Gap Candidate Work 0435,TBD,2
History,Gap Candidate Work 0436,TBD,2
Horror,Gap Candidate Work 0437,TBD,2
Information Theory,Gap Candidate Work 0438,TBD,2
Intelligence Studies,Gap Candidate Work 0439,TBD,2
Literary Criticism,Gap Candidate Work 0440,TBD,2
Literary Theory,Gap Candidate Work 0441,TBD,2
Literature,Gap Candidate Work 0442,TBD,2
Mathematics,Gap Candidate Work 0443,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0444,TBD,2
Mystery,Gap Candidate Work 0445,TBD,2
Non-Western Literature,Gap Candidate Work 0446,TBD,2
Non-Western Philosophy,Gap Candidate Work 0447,TBD,2
Non‑Western History,Gap Candidate Work 0448,TBD,2
Philosophy,Gap Candidate Work 0449,TBD,2
Poetry,Gap Candidate Work 0450,TBD,2
Political Economy,Gap Candidate Work 0451,TBD,2
Political Theory,Gap Candidate Work 0452,TBD,2
Psychology,Gap Candidate Work 0453,TBD,2
Religion,Gap Candidate Work 0454,TBD,2
Science,Gap Candidate Work 0455,TBD,2
Science Fiction,Gap Candidate Work 0456,TBD,2
Security,Gap Candidate Work 0457,TBD,2
Security & Governance,Gap Candidate Work 0458,TBD,2
Security & Intelligence,Gap Candidate Work 0459,TBD,2
Speculative Fiction,Gap Candidate Work 0460,TBD,2
Strategy,Gap Candidate Work 0461,TBD,2
Systems,Gap Candidate Work 0462,TBD,2
AI,Gap Candidate Work 0463,TBD,2
Biography/Memoir,Gap Candidate Work 0464,TBD,2
Classics,Gap Candidate Work 0465,TBD,2
Complex Systems,Gap Candidate Work 0466,TBD,2
Complexity Science,Gap Candidate Work 0467,TBD,2
Computer Science,Gap Candidate Work 0468,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0469,TBD,2
Cybernetics,Gap Candidate Work 0470,TBD,2
Decision Theory,Gap Candidate Work 0471,TBD,2
Drama,Gap Candidate Work 0472,TBD,2
Economics,Gap Candidate Work 0473,TBD,2
Essays,Gap Candidate Work 0474,TBD,2
Fantasy,Gap Candidate Work 0475,TBD,2
Global History,Gap Candidate Work 0476,TBD,2
Governance,Gap Candidate Work 0477,TBD,2
History,Gap Candidate Work 0478,TBD,2
Horror,Gap Candidate Work 0479,TBD,2
Information Theory,Gap Candidate Work 0480,TBD,2
Intelligence Studies,Gap Candidate Work 0481,TBD,2
Literary Criticism,Gap Candidate Work 0482,TBD,2
Literary Theory,Gap Candidate Work 0483,TBD,2
Literature,Gap Candidate Work 0484,TBD,2
Mathematics,Gap Candidate Work 0485,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0486,TBD,2
Mystery,Gap Candidate Work 0487,TBD,2
Non-Western Literature,Gap Candidate Work 0488,TBD,2
Non-Western Philosophy,Gap Candidate Work 0489,TBD,2
Non‑Western History,Gap Candidate Work 0490,TBD,2
Philosophy,Gap Candidate Work 0491,TBD,2
Poetry,Gap Candidate Work 0492,TBD,2
Political Economy,Gap Candidate Work 0493,TBD,2
Political Theory,Gap Candidate Work 0494,TBD,2
Psychology,Gap Candidate Work 0495,TBD,2
Religion,Gap Candidate Work 0496,TBD,2
Science,Gap Candidate Work 0497,TBD,2
Science Fiction,Gap Candidate Work 0498,TBD,2
Security,Gap Candidate Work 0499,TBD,2
Security & Governance,Gap Candidate Work 0500,TBD,2
Security & Intelligence,Gap Candidate Work 0501,TBD,2
Speculative Fiction,Gap Candidate Work 0502,TBD,2
Strategy,Gap Candidate Work 0503,TBD,2
Systems,Gap Candidate Work 0504,TBD,2
AI,Gap Candidate Work 0505,TBD,2
Biography/Memoir,Gap Candidate Work 0506,TBD,2
Classics,Gap Candidate Work 0507,TBD,2
Complex Systems,Gap Candidate Work 0508,TBD,2
Complexity Science,Gap Candidate Work 0509,TBD,2
Computer Science,Gap Candidate Work 0510,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0511,TBD,2
Cybernetics,Gap Candidate Work 0512,TBD,2
Decision Theory,Gap Candidate Work 0513,TBD,2
Drama,Gap Candidate Work 0514,TBD,2
Economics,Gap Candidate Work 0515,TBD,2
Essays,Gap Candidate Work 0516,TBD,2
Fantasy,Gap Candidate Work 0517,TBD,2
Global History,Gap Candidate Work 0518,TBD,2
Governance,Gap Candidate Work 0519,TBD,2
History,Gap Candidate Work 0520,TBD,2
Horror,Gap Candidate Work 0521,TBD,2
Information Theory,Gap Candidate Work 0522,TBD,2
Intelligence Studies,Gap Candidate Work 0523,TBD,2
Literary Criticism,Gap Candidate Work 0524,TBD,2
Literary Theory,Gap Candidate Work 0525,TBD,2
Literature,Gap Candidate Work 0526,TBD,2
Mathematics,Gap Candidate Work 0527,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0528,TBD,2
Mystery,Gap Candidate Work 0529,TBD,2
Non-Western Literature,Gap Candidate Work 0530,TBD,2
Non-Western Philosophy,Gap Candidate Work 0531,TBD,2
Non‑Western History,Gap Candidate Work 0532,TBD,2
Philosophy,Gap Candidate Work 0533,TBD,2
Poetry,Gap Candidate Work 0534,TBD,2
Political Economy,Gap Candidate Work 0535,TBD,2
Political Theory,Gap Candidate Work 0536,TBD,2
Psychology,Gap Candidate Work 0537,TBD,2
Religion,Gap Candidate Work 0538,TBD,2
Science,Gap Candidate Work 0539,TBD,2
Science Fiction,Gap Candidate Work 0540,TBD,2
Security,Gap Candidate Work 0541,TBD,2
Security & Governance,Gap Candidate Work 0542,TBD,2
Security & Intelligence,Gap Candidate Work 0543,TBD,2
Speculative Fiction,Gap Candidate Work 0544,TBD,2
Strategy,Gap Candidate Work 0545,TBD,2
Systems,Gap Candidate Work 0546,TBD,2
AI,Gap Candidate Work 0547,TBD,2
Biography/Memoir,Gap Candidate Work 0548,TBD,2
Classics,Gap Candidate Work 0549,TBD,2
Complex Systems,Gap Candidate Work 0550,TBD,2
Complexity Science,Gap Candidate Work 0551,TBD,2
Computer Science,Gap Candidate Work 0552,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0553,TBD,2
Cybernetics,Gap Candidate Work 0554,TBD,2
Decision Theory,Gap Candidate Work 0555,TBD,2
Drama,Gap Candidate Work 0556,TBD,2
Economics,Gap Candidate Work 0557,TBD,2
Essays,Gap Candidate Work 0558,TBD,2
Fantasy,Gap Candidate Work 0559,TBD,2
Global History,Gap Candidate Work 0560,TBD,2
Governance,Gap Candidate Work 0561,TBD,2
History,Gap Candidate Work 0562,TBD,2
Horror,Gap Candidate Work 0563,TBD,2
Information Theory,Gap Candidate Work 0564,TBD,2
Intelligence Studies,Gap Candidate Work 0565,TBD,2
Literary Criticism,Gap Candidate Work 0566,TBD,2
Literary Theory,Gap Candidate Work 0567,TBD,2
Literature,Gap Candidate Work 0568,TBD,2
Mathematics,Gap Candidate Work 0569,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0570,TBD,2
Mystery,Gap Candidate Work 0571,TBD,2
Non-Western Literature,Gap Candidate Work 0572,TBD,2
Non-Western Philosophy,Gap Candidate Work 0573,TBD,2
Non‑Western History,Gap Candidate Work 0574,TBD,2
Philosophy,Gap Candidate Work 0575,TBD,2
Poetry,Gap Candidate Work 0576,TBD,2
Political Economy,Gap Candidate Work 0577,TBD,2
Political Theory,Gap Candidate Work 0578,TBD,2
Psychology,Gap Candidate Work 0579,TBD,2
Religion,Gap Candidate Work 0580,TBD,2
Science,Gap Candidate Work 0581,TBD,2
Science Fiction,Gap Candidate Work 0582,TBD,2
Security,Gap Candidate Work 0583,TBD,2
Security & Governance,Gap Candidate Work 0584,TBD,2
Security & Intelligence,Gap Candidate Work 0585,TBD,2
Speculative Fiction,Gap Candidate Work 0586,TBD,2
Strategy,Gap Candidate Work 0587,TBD,2
Systems,Gap Candidate Work 0588,TBD,2
AI,Gap Candidate Work 0589,TBD,2
Biography/Memoir,Gap Candidate Work 0590,TBD,2
Classics,Gap Candidate Work 0591,TBD,2
Complex Systems,Gap Candidate Work 0592,TBD,2
Complexity Science,Gap Candidate Work 0593,TBD,2
Computer Science,Gap Candidate Work 0594,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0595,TBD,2
Cybernetics,Gap Candidate Work 0596,TBD,2
Decision Theory,Gap Candidate Work 0597,TBD,2
Drama,Gap Candidate Work 0598,TBD,2
Economics,Gap Candidate Work 0599,TBD,2
Essays,Gap Candidate Work 0600,TBD,2
Fantasy,Gap Candidate Work 0601,TBD,2
Global History,Gap Candidate Work 0602,TBD,2
Governance,Gap Candidate Work 0603,TBD,2
History,Gap Candidate Work 0604,TBD,2
Horror,Gap Candidate Work 0605,TBD,2
Information Theory,Gap Candidate Work 0606,TBD,2
Intelligence Studies,Gap Candidate Work 0607,TBD,2
Literary Criticism,Gap Candidate Work 0608,TBD,2
Literary Theory,Gap Candidate Work 0609,TBD,2
Literature,Gap Candidate Work 0610,TBD,2
Mathematics,Gap Candidate Work 0611,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0612,TBD,2
Mystery,Gap Candidate Work 0613,TBD,2
Non-Western Literature,Gap Candidate Work 0614,TBD,2
Non-Western Philosophy,Gap Candidate Work 0615,TBD,2
Non‑Western History,Gap Candidate Work 0616,TBD,2
Philosophy,Gap Candidate Work 0617,TBD,2
Poetry,Gap Candidate Work 0618,TBD,2
Political Economy,Gap Candidate Work 0619,TBD,2
Political Theory,Gap Candidate Work 0620,TBD,2
Psychology,Gap Candidate Work 0621,TBD,2
Religion,Gap Candidate Work 0622,TBD,2
Science,Gap Candidate Work 0623,TBD,2
Science Fiction,Gap Candidate Work 0624,TBD,2
Security,Gap Candidate Work 0625,TBD,2
Security & Governance,Gap Candidate Work 0626,TBD,2
Security & Intelligence,Gap Candidate Work 0627,TBD,2
Speculative Fiction,Gap Candidate Work 0628,TBD,2
Strategy,Gap Candidate Work 0629,TBD,2
Systems,Gap Candidate Work 0630,TBD,2
AI,Gap Candidate Work 0631,TBD,2
Biography/Memoir,Gap Candidate Work 0632,TBD,2
Classics,Gap Candidate Work 0633,TBD,2
Complex Systems,Gap Candidate Work 0634,TBD,2
Complexity Science,Gap Candidate Work 0635,TBD,2
Computer Science,Gap Candidate Work 0636,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0637,TBD,2
Cybernetics,Gap Candidate Work 0638,TBD,2
Decision Theory,Gap Candidate Work 0639,TBD,2
Drama,Gap Candidate Work 0640,TBD,2
Economics,Gap Candidate Work 0641,TBD,2
Essays,Gap Candidate Work 0642,TBD,2
Fantasy,Gap Candidate Work 0643,TBD,2
Global History,Gap Candidate Work 0644,TBD,2
Governance,Gap Candidate Work 0645,TBD,2
History,Gap Candidate Work 0646,TBD,2
Horror,Gap Candidate Work 0647,TBD,2
Information Theory,Gap Candidate Work 0648,TBD,2
Intelligence Studies,Gap Candidate Work 0649,TBD,2
Literary Criticism,Gap Candidate Work 0650,TBD,2
Literary Theory,Gap Candidate Work 0651,TBD,2
Literature,Gap Candidate Work 0652,TBD,2
Mathematics,Gap Candidate Work 0653,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0654,TBD,2
Mystery,Gap Candidate Work 0655,TBD,2
Non-Western Literature,Gap Candidate Work 0656,TBD,2
Non-Western Philosophy,Gap Candidate Work 0657,TBD,2
Non‑Western History,Gap Candidate Work 0658,TBD,2
Philosophy,Gap Candidate Work 0659,TBD,2
Poetry,Gap Candidate Work 0660,TBD,2
Political Economy,Gap Candidate Work 0661,TBD,2
Political Theory,Gap Candidate Work 0662,TBD,2
Psychology,Gap Candidate Work 0663,TBD,2
Religion,Gap Candidate Work 0664,TBD,2
Science,Gap Candidate Work 0665,TBD,2
Science Fiction,Gap Candidate Work 0666,TBD,2
Security,Gap Candidate Work 0667,TBD,2
Security & Governance,Gap Candidate Work 0668,TBD,2
Security & Intelligence,Gap Candidate Work 0669,TBD,2
Speculative Fiction,Gap Candidate Work 0670,TBD,2
Strategy,Gap Candidate Work 0671,TBD,2
Systems,Gap Candidate Work 0672,TBD,2
AI,Gap Candidate Work 0673,TBD,2
Biography/Memoir,Gap Candidate Work 0674,TBD,2
Classics,Gap Candidate Work 0675,TBD,2
Complex Systems,Gap Candidate Work 0676,TBD,2
Complexity Science,Gap Candidate Work 0677,TBD,2
Computer Science,Gap Candidate Work 0678,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0679,TBD,2
Cybernetics,Gap Candidate Work 0680,TBD,2
Decision Theory,Gap Candidate Work 0681,TBD,2
Drama,Gap Candidate Work 0682,TBD,2
Economics,Gap Candidate Work 0683,TBD,2
Essays,Gap Candidate Work 0684,TBD,2
Fantasy,Gap Candidate Work 0685,TBD,2
Global History,Gap Candidate Work 0686,TBD,2
Governance,Gap Candidate Work 0687,TBD,2
History,Gap Candidate Work 0688,TBD,2
Horror,Gap Candidate Work 0689,TBD,2
Information Theory,Gap Candidate Work 0690,TBD,2
Intelligence Studies,Gap Candidate Work 0691,TBD,2
Literary Criticism,Gap Candidate Work 0692,TBD,2
Literary Theory,Gap Candidate Work 0693,TBD,2
Literature,Gap Candidate Work 0694,TBD,2
Mathematics,Gap Candidate Work 0695,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0696,TBD,2
Mystery,Gap Candidate Work 0697,TBD,2
Non-Western Literature,Gap Candidate Work 0698,TBD,2
Non-Western Philosophy,Gap Candidate Work 0699,TBD,2
Non‑Western History,Gap Candidate Work 0700,TBD,2
Philosophy,Gap Candidate Work 0701,TBD,2
Poetry,Gap Candidate Work 0702,TBD,2
Political Economy,Gap Candidate Work 0703,TBD,2
Political Theory,Gap Candidate Work 0704,TBD,2
Psychology,Gap Candidate Work 0705,TBD,2
Religion,Gap Candidate Work 0706,TBD,2
Science,Gap Candidate Work 0707,TBD,2
Science Fiction,Gap Candidate Work 0708,TBD,2
Security,Gap Candidate Work 0709,TBD,2
Security & Governance,Gap Candidate Work 0710,TBD,2
Security & Intelligence,Gap Candidate Work 0711,TBD,2
Speculative Fiction,Gap Candidate Work 0712,TBD,2
Strategy,Gap Candidate Work 0713,TBD,2
Systems,Gap Candidate Work 0714,TBD,2
AI,Gap Candidate Work 0715,TBD,2
Biography/Memoir,Gap Candidate Work 0716,TBD,2
Classics,Gap Candidate Work 0717,TBD,2
Complex Systems,Gap Candidate Work 0718,TBD,2
Complexity Science,Gap Candidate Work 0719,TBD,2
Computer Science,Gap Candidate Work 0720,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0721,TBD,2
Cybernetics,Gap Candidate Work 0722,TBD,2
Decision Theory,Gap Candidate Work 0723,TBD,2
Drama,Gap Candidate Work 0724,TBD,2
Economics,Gap Candidate Work 0725,TBD,2
Essays,Gap Candidate Work 0726,TBD,2
Fantasy,Gap Candidate Work 0727,TBD,2
Global History,Gap Candidate Work 0728,TBD,2
Governance,Gap Candidate Work 0729,TBD,2
History,Gap Candidate Work 0730,TBD,2
Horror,Gap Candidate Work 0731,TBD,2
Information Theory,Gap Candidate Work 0732,TBD,2
Intelligence Studies,Gap Candidate Work 0733,TBD,2
Literary Criticism,Gap Candidate Work 0734,TBD,2
Literary Theory,Gap Candidate Work 0735,TBD,2
Literature,Gap Candidate Work 0736,TBD,2
Mathematics,Gap Candidate Work 0737,TBD,2
Medieval Philosophy & Theology,Gap Candidate Work 0738,TBD,2
Mystery,Gap Candidate Work 0739,TBD,2
Non-Western Literature,Gap Candidate Work 0740,TBD,2
Non-Western Philosophy,Gap Candidate Work 0741,TBD,2
Non‑Western History,Gap Candidate Work 0742,TBD,2
Philosophy,Gap Candidate Work 0743,TBD,2
Poetry,Gap Candidate Work 0744,TBD,2
Political Economy,Gap Candidate Work 0745,TBD,2
Political Theory,Gap Candidate Work 0746,TBD,2
Psychology,Gap Candidate Work 0747,TBD,2
Religion,Gap Candidate Work 0748,TBD,2
Science,Gap Candidate Work 0749,TBD,2
Science Fiction,Gap Candidate Work 0750,TBD,2
Security,Gap Candidate Work 0751,TBD,2
Security & Governance,Gap Candidate Work 0752,TBD,2
Security & Intelligence,Gap Candidate Work 0753,TBD,2
Speculative Fiction,Gap Candidate Work 0754,TBD,2
Strategy,Gap Candidate Work 0755,TBD,2
Systems,Gap Candidate Work 0756,TBD,2
AI,Gap Candidate Work 0757,TBD,2
Biography/Memoir,Gap Candidate Work 0758,TBD,2
Classics,Gap Candidate Work 0759,TBD,2
Complex Systems,Gap Candidate Work 0760,TBD,2
Complexity Science,Gap Candidate Work 0761,TBD,2
Computer Science,Gap Candidate Work 0762,TBD,2
Contemporary Speculative Fiction,Gap Candidate Work 0763,TBD,2
Cybernetics,Gap Candidate Work 0764,TBD,2
Decision Theory,Gap Candidate Work 0765,TBD,2
Drama,Gap Candidate Work 0766,TBD,2
Economics,Gap Candidate Work 0767,TBD,2
Essays,Gap Candidate Work 0768,TBD,2
Fantasy,Gap Candidate Work 0769,TBD,2
Global History,Gap Candidate Work 0770,TBD,2
Governance,Gap Candidate Work 0771,TBD,2
History,Gap Candidate Work 0772,TBD,2
Horror,Gap Candidate Work 0773,TBD,2
